Date,Bid_Open,Bid_High,Bid_Low,Bid_Close,Ask_Open,Ask_High,Ask_Low,Ask_Close,macd,macdsignal,macdhist,ema200
2020-09-01 23:00:00,1.19174,1.1928,1.19162,1.1922,1.19189,1.19296,1.19177,1.19235,-0.0009467545128363231,-0.0002733261349775069,-0.0006734283778588162,1.187268191336633
2020-09-02 00:00:00,1.19218,1.19231,1.19057,1.19069,1.19233,1.1925,1.19071,1.19082,-0.0010681358875161973,-0.00043228808548524493,-0.0006358478020309523,1.1873022391840296
2020-09-02 01:00:00,1.19067,1.19086,1.18909,1.19012,1.19081,1.191,1.18925,1.19025,-0.0011965328518663831,-0.0005851370387614726,-0.0006113958131049106,1.187330276605084
2020-09-02 02:00:00,1.19011,1.19074,1.18976,1.19052,1.19024,1.1909,1.18991,1.19066,-0.0012515842301821234,-0.0007184264770456028,-0.0005331577531365206,1.1873620151463269
2020-09-02 03:00:00,1.19051,1.19064,1.18981,1.19023,1.19065,1.19078,1.18995,1.19037,-0.0013035864869230807,-0.0008354584790210984,-0.0004681280079019823,1.18739055230905
2020-09-02 04:00:00,1.19025,1.19087,1.19002,1.19045,1.19038,1.191,1.19018,1.1906,-0.001311923451755348,-0.0009307514735679483,-0.0003811719781873997,1.1874209945746317
2020-09-02 05:00:00,1.19045,1.19082,1.18969,1.19071,1.19058,1.19097,1.18983,1.19085,-0.0012827638264614194,-0.0010011539441466424,-0.00028160988231477695,1.1874537209967746
2020-09-02 06:00:00,1.19068,1.1913,1.189,1.19027,1.19085,1.19147,1.18915,1.19039,-0.0012803992901033734,-0.0010570030133379886,-0.00022339627676538475,1.1874817436734235
2020-09-02 07:00:00,1.19028,1.19073,1.18632,1.18737,1.1904,1.19088,1.18647,1.18747,-0.00149529431956541,-0.0011446612745834729,-0.00035063304498193716,1.187480631796076
2020-09-02 08:00:00,1.18734,1.18754,1.18519,1.18568,1.18747,1.18767,1.18532,1.18581,-0.001781433794846743,-0.001272015778636127,-0.000509418016210616,1.1874627150617867
2020-09-02 09:00:00,1.18567,1.18715,1.18539,1.18706,1.1858,1.18728,1.18552,1.18719,-0.0018752304345133197,-0.0013926587098115656,-0.0004825717247017541,1.187458707946744
2020-09-02 10:00:00,1.18706,1.18771,1.1856,1.18609,1.18717,1.18784,1.18573,1.18623,-0.002004726600240536,-0.0015150722878973597,-0.0004896543123431765,1.1874450889621992
2020-09-02 11:00:00,1.18608,1.18638,1.18446,1.18556,1.18621,1.1865,1.18462,1.18568,-0.002125617025237725,-0.0016371812353654328,-0.0004884357898722921,1.1874263318580978
2020-09-02 12:00:00,1.18555,1.18758,1.18514,1.18587,1.18567,1.18771,1.18528,1.186,-0.0021713788451047655,-0.0017440207573132993,-0.00042735808779146623,1.1874108459689625
2020-09-02 13:00:00,1.18584,1.18599,1.18233,1.18343,1.186,1.18612,1.18247,1.18359,-0.0023771309393583184,-0.0018706427937223032,-0.0005064881456360152,1.187371235561311
2020-09-02 14:00:00,1.18342,1.18466,1.18212,1.18398,1.18364,1.18479,1.18232,1.18412,-0.0024673682674560826,-0.001989987888469059,-0.0004773803789870235,1.187337491923885
2020-09-02 15:00:00,1.18399,1.18423,1.18263,1.18387,1.18414,1.18442,1.18278,1.184,-0.0025187238006669777,-0.0020957350709086427,-0.00042298872975833493,1.1873029895166822
2020-09-02 16:00:00,1.18388,1.18488,1.18261,1.18474,1.18402,1.18503,1.18278,1.18488,-0.002460854502747578,-0.00216875895727643,-0.0002920955454711483,1.1872774871334317
2020-09-02 17:00:00,1.18473,1.18473,1.18287,1.1833,1.18486,1.18486,1.18305,1.18346,-0.002502343178135691,-0.002235475801448282,-0.00026686737668740875,1.1872379101470294
2020-09-02 18:00:00,1.18331,1.18335,1.18225,1.18238,1.18348,1.18348,1.18239,1.18251,-0.002579722132606266,-0.002304325067679879,-0.0002753970649263869,1.1871895727326311
2020-09-02 19:00:00,1.18236,1.18464,1.18226,1.18459,1.1825,1.18478,1.18244,1.18472,-0.0024346518304665388,-0.002330390420237211,-0.00010426141022932796,1.1871637063372815
2020-09-02 20:00:00,1.18456,1.18573,1.18425,1.1854,1.18471,1.18589,1.18438,1.18562,-0.0022286320572177942,-0.0023100387476333276,8.140669041553335e-05,1.1871461570204926
2020-09-02 21:00:00,1.18489,1.18534,1.18484,1.18526,1.18573,1.18588,1.18545,1.18572,-0.002052991128806969,-0.002258629223868056,0.00020563809506108678,1.1871273892889453
2020-09-02 22:00:00,1.18526,1.18542,1.185,1.1853,1.18565,1.18572,1.18517,1.18546,-0.0018887939213192428,-0.0021846621633582934,0.0002958682420390506,1.1871092063109459
2020-09-02 23:00:00,1.18532,1.18542,1.18446,1.18451,1.18548,1.18559,1.18462,1.18465,-0.0018016446115061147,-0.0021080586529878577,0.00030641404148174303,1.1870833435615833
2020-09-03 00:00:00,1.18452,1.18462,1.18293,1.18306,1.18466,1.18476,1.18308,1.18322,-0.0018285031908660265,-0.0020521475605634913,0.00022364436969746476,1.187043310292314
2020-09-03 01:00:00,1.18305,1.18357,1.18237,1.18301,1.1832,1.18371,1.18253,1.18315,-0.0018326971981610374,-0.0020082574880830005,0.00017556028992196313,1.1870031778515944
2020-09-03 02:00:00,1.18302,1.18353,1.18211,1.18265,1.18316,1.18365,1.18224,1.1828,-0.001843815611874744,-0.0019753691128413494,0.0001315535009666054,1.186959862649091
2020-09-03 03:00:00,1.18266,1.18272,1.18194,1.18202,1.18282,1.18287,1.18208,1.18216,-0.0018817708863012594,-0.0019566494675333315,7.487858123207203e-05,1.186910709786911
2020-09-03 04:00:00,1.18201,1.18248,1.18037,1.18097,1.18215,1.18262,1.18053,1.18111,-0.0019738239259654566,-0.0019600843592197563,-1.3739566745700309e-05,1.1868515982467427
2020-09-03 05:00:00,1.18098,1.18116,1.1796,1.18015,1.18114,1.18132,1.17977,1.18031,-0.0020888646387966503,-0.001985840415135135,-0.00010302422366151526,1.1867849156771233
2020-09-03 06:00:00,1.18013,1.18072,1.17888,1.17975,1.1803,1.18085,1.17901,1.17987,-0.0021871003580942183,-0.0020260924037269518,-0.00016100795436726654,1.1867149165161568
2020-09-03 07:00:00,1.17974,1.18199,1.17883,1.1817,1.17992,1.18211,1.17898,1.18186,-0.0020835858890755343,-0.0020375911007966684,-4.599478827886595e-05,1.1866650168493293
2020-09-03 08:00:00,1.18167,1.18354,1.18145,1.1832,1.18186,1.18368,1.18159,1.18332,-0.0018590821211652564,-0.002001889304870386,0.00014280718370512967,1.186630539069734
2020-09-03 09:00:00,1.18316,1.18354,1.18188,1.18226,1.18333,1.18367,1.18202,1.18239,-0.0017369884896554222,-0.0019489091418273933,0.00021192065217197115,1.1865870511187915
2020-09-03 10:00:00,1.18228,1.18279,1.18107,1.18117,1.1824,1.18293,1.1812,1.18132,-0.0017084879123794305,-0.0019008248959378007,0.00019233698355837015,1.1865331501126344
2020-09-03 11:00:00,1.18119,1.18131,1.1801,1.18129,1.18133,1.18146,1.18024,1.18141,-0.001657115802976561,-0.0018520830773455527,0.00019496727436899182,1.1864809794647475
2020-09-03 12:00:00,1.18128,1.18408,1.18063,1.18318,1.1814,1.18421,1.18076,1.18331,-0.0014472132579688157,-0.0017711091134702053,0.0003238958555013896,1.186448133897934
2020-09-03 13:00:00,1.18314,1.18484,1.18268,1.18432,1.18331,1.18498,1.18281,1.18455,-0.0011753270673449112,-0.0016519527042451465,0.0004766256369002353,1.186426958436263
2020-09-03 14:00:00,1.18434,1.18484,1.18235,1.18369,1.18457,1.18496,1.18247,1.18381,-0.0009991731907326162,-0.0015213968015426404,0.0005222236108100241,1.1863997250189868
2020-09-03 15:00:00,1.18367,1.18394,1.18105,1.18292,1.1838,1.18408,1.18118,1.18305,-0.000911198806597957,-0.0013993572025537038,0.00048815839595574674,1.1863651008894447
2020-09-03 16:00:00,1.18292,1.18435,1.18253,1.18328,1.18303,1.1845,1.18266,1.18341,-0.0008031710263602942,-0.0012801199673150218,0.0004769489409547276,1.1863344033681567
2020-09-03 17:00:00,1.18328,1.18472,1.18313,1.18469,1.18345,1.18485,1.18328,1.18481,-0.0005969022979532834,-0.0011434764334426742,0.0005465741354893907,1.186318041145588
2020-09-03 18:00:00,1.18467,1.18588,1.18459,1.18561,1.1848,1.18602,1.18472,1.18574,-0.0003551031255779602,-0.0009858017718697315,0.0006306986462917713,1.1863109959600597
2020-09-03 19:00:00,1.18563,1.1864,1.1847,1.18558,1.18576,1.18656,1.18483,1.18572,-0.00016400573268482432,-0.00082144256403275,0.0006574368313479257,1.1863037223684174
2020-09-03 20:00:00,1.18555,1.18586,1.18499,1.18509,1.18572,1.186,1.18518,1.18526,-5.150486095728546e-05,-0.0006674550234176571,0.0006159501624603716,1.1862916455289307
2020-09-03 21:00:00,1.18453,1.18501,1.18443,1.18489,1.18553,1.18555,1.18499,1.18525,2.1269381689004163e-05,-0.0005297101423963248,0.000550979524085329,1.1862776988072499
2020-09-03 22:00:00,1.18489,1.18502,1.18437,1.18456,1.18532,1.18532,1.18454,1.18473,5.1719066022526405e-05,-0.0004134243007125546,0.000465143366735081,1.1862606072768296
2020-09-03 23:00:00,1.18457,1.18501,1.18383,1.18407,1.18475,1.18517,1.18398,1.18423,3.589794615832531e-05,-0.0003235598513383786,0.0003594577974967039,1.1862388101894978
2020-09-04 00:00:00,1.18408,1.18572,1.18408,1.18519,1.18425,1.18586,1.18425,1.18533,0.00011243811781813662,-0.00023636025750707555,0.0003487983753252122,1.1862283742672142
2020-09-04 01:00:00,1.18521,1.18573,1.18451,1.18518,1.18534,1.18588,1.18467,1.18532,0.00017032642190706326,-0.00015502292162424778,0.00032534934353131104,1.1862179426824657
2020-09-04 02:00:00,1.18519,1.18564,1.18401,1.18406,1.18534,1.18579,1.18416,1.1842,0.00012439473511749455,-9.913939027589931e-05,0.00022353412539339386,1.1861964706159736
2020-09-04 03:00:00,1.18403,1.18492,1.18401,1.18472,1.18419,1.18507,1.18416,1.18486,0.00013964033965407907,-5.1383444289903633e-05,0.00019102378394398272,1.1861817793660634
2020-09-04 04:00:00,1.18471,1.18527,1.18441,1.18511,1.18485,1.18541,1.18457,1.18524,0.0001811046698221297,-4.885821467496963e-06,0.00018599049128962666,1.1861711148947593
2020-09-04 05:00:00,1.18509,1.18517,1.18435,1.18509,1.18523,1.18533,1.1845,1.18527,0.0002099316559103226,3.807767400806695e-05,0.00017185398190225565,1.1861603575326225
2020-09-04 06:00:00,1.18508,1.18523,1.18343,1.18362,1.18525,1.18538,1.18355,1.18374,0.00011285956061302116,5.303405132905779e-05,5.982550928396337e-05,1.186135080343243
2020-09-04 07:00:00,1.18363,1.18533,1.18329,1.18394,1.18375,1.18547,1.18341,1.18407,6.104684138441563e-05,5.463660934012936e-05,6.4102320442862665e-06,1.186113238747788
2020-09-04 08:00:00,1.18392,1.18648,1.1838,1.18586,1.18406,1.18661,1.18393,1.18599,0.0001729195332549338,7.829319412309025e-05,9.462633913184356e-05,1.1861107189592528
2020-09-04 09:00:00,1.18585,1.18623,1.1844,1.18521,1.18598,1.18635,1.18454,1.18534,0.00020674663334441234,0.00010398388196735467,0.00010276275137705768,1.1861017565815488
2020-09-04 10:00:00,1.18521,1.18585,1.18417,1.18466,1.18532,1.18598,1.1843,1.1848,0.00018701861622516525,0.00012059082881891679,6.642778740624846e-05,1.1860874107449164
2020-09-04 11:00:00,1.18466,1.18545,1.18391,1.18428,1.18478,1.18557,1.18405,1.18441,0.00013911753596129728,0.00012429617024739287,1.4821365713904404e-05,1.1860694265583998
2020-09-04 12:00:00,1.18429,1.18538,1.1801,1.18105,1.18444,1.18556,1.18025,1.18121,-0.00015766100311687126,6.790473557454005e-05,-0.00022556573869141132,1.18601948201553
2020-09-04 13:00:00,1.18107,1.18137,1.17895,1.17984,1.18122,1.18151,1.17909,1.17997,-0.0004849073114758795,-4.265767383554386e-05,-0.00044224963764033563,1.185957994632291
2020-09-04 14:00:00,1.17983,1.1806,1.1785,1.17966,1.17995,1.18076,1.17871,1.17979,-0.000750129834418356,-0.00018415210595210628,-0.0005659777284662497,1.1858953280190343
2020-09-04 15:00:00,1.17968,1.18208,1.17801,1.18194,1.17979,1.18222,1.17815,1.18207,-0.0007674964283543861,-0.00030082097043256225,-0.0004666754579218239,1.1858559715213324
2020-09-04 16:00:00,1.18196,1.1836,1.18154,1.18345,1.18208,1.18373,1.18167,1.1836,-0.000651900495644897,-0.0003710368754750292,-0.00028086362016986784,1.1858320315061948
2020-09-04 17:00:00,1.18348,1.18471,1.18312,1.18434,1.18362,1.18485,1.1833,1.18446,-0.00048290766522418593,-0.00039341103342486057,-8.949663179932537e-05,1.185817185421556
2020-09-04 18:00:00,1.18433,1.18542,1.18396,1.18508,1.18445,1.18556,1.18409,1.18522,-0.0002859713147209675,-0.00037192308968408196,8.595177496311448e-05,1.1858098502432322
2020-09-04 19:00:00,1.18509,1.18521,1.18417,1.18423,1.18524,1.18535,1.18431,1.18436,-0.00019622378866057666,-0.0003367832294793809,0.00014055944081880426,1.1857941303403143
2020-09-04 20:00:00,1.18421,1.18433,1.18356,1.18372,1.18435,1.18447,1.18374,1.18394,-0.00016435636751732652,-0.00030229785708697006,0.00013794148956964355,1.1857734922274754
2020-09-06 21:00:00,1.18425,1.18455,1.18327,1.18383,1.18525,1.18543,1.18421,1.18425,-0.00012874107895743947,-0.00026758650146106397,0.0001388454225036245,1.1857541539963563
2020-09-06 22:00:00,1.1838,1.18424,1.18348,1.18397,1.18422,1.18468,1.18372,1.18414,-8.82021368784347e-05,-0.0002317096285445381,0.0001435074916661034,1.1857364012202731
2020-09-06 23:00:00,1.18397,1.18429,1.18328,1.18337,1.18411,1.18443,1.18344,1.18352,-0.00010329895277783052,-0.0002060274933911966,0.00010272854061336607,1.1857128549394744
2020-09-07 00:00:00,1.18339,1.18421,1.18326,1.18354,1.18354,1.18435,1.18341,1.18368,-0.00010038849283833251,-0.00018489969328062378,8.451120044229127e-05,1.1856912344923154
2020-09-07 01:00:00,1.18353,1.18405,1.18344,1.18357,1.18367,1.18418,1.18358,1.1837,-9.45710271553768e-05,-0.0001668339600555744,7.22629329001976e-05,1.1856701276814465
2020-09-07 02:00:00,1.18358,1.18362,1.18293,1.18343,1.18371,1.18378,1.18306,1.18357,-0.00010010354233647156,-0.00015348787651175383,5.338433417528227e-05,1.1856478378537705
2020-09-07 03:00:00,1.18344,1.18378,1.1831,1.1836,1.18358,1.18392,1.18325,1.18373,-8.973609933216053e-05,-0.00014073752107583517,5.100142174367463e-05,1.1856274613577131
2020-09-07 04:00:00,1.18359,1.18365,1.18315,1.18332,1.18372,1.18379,1.1833,1.18347,-0.0001029270075272315,-0.00013317541836611443,3.0248410838882932e-05,1.1856045015432086
2020-09-07 05:00:00,1.1833,1.18354,1.18262,1.18291,1.18345,1.18368,1.18276,1.18308,-0.00014479536001599236,-0.00013549940669609002,-9.295953319902333e-06,1.1855776905825797
2020-09-07 06:00:00,1.18294,1.18326,1.1824,1.18276,1.18309,1.1834,1.18254,1.1829,-0.00018791392267791807,-0.00014598230989245562,-4.1931612785462444e-05,1.185549653860365
2020-09-07 07:00:00,1.18277,1.1845,1.18239,1.18373,1.18291,1.18463,1.18252,1.18387,-0.00014217588575871076,-0.00014522102506570666,3.045139306995893e-06,1.185531547851804
2020-09-07 08:00:00,1.18375,1.18482,1.1831,1.18318,1.18387,1.18495,1.18326,1.18332,-0.00014859564730906882,-0.0001458959495143791,-2.6996977946897288e-06,1.1855081493657165
2020-09-07 09:00:00,1.1832,1.18366,1.18244,1.1828,1.18332,1.18378,1.18258,1.18293,-0.00018224536764255284,-0.00015316583314001385,-2.9079534502538987e-05,1.1854812026058585
2020-09-07 10:00:00,1.18279,1.18289,1.1812,1.18187,1.18292,1.18303,1.18133,1.18199,-0.0002807202725463309,-0.00017867672102127725,-0.00010204355152505367,1.1854452702416212
2020-09-07 11:00:00,1.18185,1.1827,1.18149,1.18199,1.18198,1.18283,1.18167,1.18212,-0.00034510123482078825,-0.00021196162378117945,-0.0001331396110396088,1.1854108894431972
2020-09-07 12:00:00,1.18201,1.1825,1.1818,1.18218,1.18214,1.18264,1.18194,1.18233,-0.00037645268691810507,-0.0002448598364085646,-0.0001315928505095405,1.1853787412895336
2020-09-07 13:00:00,1.18217,1.18248,1.18143,1.18194,1.18231,1.18263,1.18156,1.18208,-0.0004158710304482671,-0.00027906207521650507,-0.00013680895523176205,1.1853445249582943
2020-09-07 14:00:00,1.18193,1.18318,1.1817,1.18257,1.18207,1.18332,1.18183,1.18269,-0.0003917586667701034,-0.0003016013935272247,-9.015727324287868e-05,1.1853169177447789
2020-09-07 15:00:00,1.18256,1.18278,1.18144,1.18178,1.18268,1.18292,1.18157,1.18192,-0.00043142267053508654,-0.0003275656489287971,-0.00010385702160628946,1.185281724533388
2020-09-07 16:00:00,1.1818,1.18185,1.1814,1.18157,1.18193,1.18199,1.18155,1.18169,-0.00047433409604291654,-0.00035691933835162095,-0.0001174147576912956,1.185244791950966
2020-09-07 17:00:00,1.18158,1.18189,1.18142,1.1815,1.18171,1.18213,1.18159,1.18172,-0.000508132687582652,-0.00038716200819782716,-0.0001209706793848248,1.1852075303395138
2020-09-07 18:00:00,1.1815,1.18154,1.18117,1.18123,1.18169,1.18172,1.18134,1.18141,-0.0005503608412096295,-0.00041980177480018763,-0.00013055906640944184,1.1851679529232002
2020-09-07 19:00:00,1.18121,1.18145,1.18112,1.18129,1.1814,1.18172,1.18131,1.18152,-0.0005723873337526442,-0.0004503188865906789,-0.00012206844716196525,1.1851293663269495
2020-09-07 20:00:00,1.18128,1.18133,1.18098,1.18109,1.18158,1.18164,1.18132,1.18162,-0.0005990760406311413,-0.0004800703173987714,-0.00011900572323236987,1.185089173627179
2020-09-07 21:00:00,1.18093,1.18132,1.18081,1.18128,1.18192,1.18213,1.18134,1.18166,-0.0005980022236198312,-0.0005036566986429834,-9.434552497684782e-05,1.185051271402033
2020-09-07 22:00:00,1.18127,1.18196,1.18127,1.18152,1.18174,1.18213,1.18162,1.18168,-0.0005712007746951908,-0.0005171655138534249,-5.403526084176596e-05,1.185016134373157
2020-09-07 23:00:00,1.18154,1.18192,1.1815,1.1818,1.18168,1.18206,1.18165,1.18197,-0.0005213568956266013,-0.0005180037902080602,-3.353105418541077e-06,1.1849841330361106
2020-09-08 00:00:00,1.18179,1.18209,1.18043,1.18064,1.18195,1.18225,1.18058,1.18079,-0.0005688996468335983,-0.0005281829615331678,-4.071668530043044e-05,1.1849409078317712
2020-09-08 01:00:00,1.18062,1.18083,1.17944,1.17964,1.18078,1.18097,1.17959,1.17978,-0.0006794371339975402,-0.0005584337960260423,-0.00012100333797149796,1.1848881624802112
2020-09-08 02:00:00,1.17961,1.18069,1.17957,1.18044,1.17978,1.18084,1.17972,1.18059,-0.0006944800412171936,-0.0005856430450642726,-0.00010883699615292107,1.184843902157025
2020-09-08 03:00:00,1.18044,1.18106,1.18036,1.18076,1.18057,1.1812,1.18051,1.18091,-0.0006728244267457661,-0.0006030793214005713,-6.974510534519488e-05,1.1848032663146666
2020-09-08 04:00:00,1.18079,1.18106,1.18056,1.18106,1.18091,1.1812,1.18073,1.1812,-0.0006242586384648252,-0.000607315184813422,-1.6943453651403176e-05,1.184766019883675
2020-09-08 05:00:00,1.18105,1.18114,1.17973,1.18106,1.18119,1.18128,1.17985,1.1812,-0.0005790944608832227,-0.0006016710400273821,2.257657914415945e-05,1.184729144063937
2020-09-08 06:00:00,1.18105,1.18266,1.18085,1.1816,1.18119,1.18281,1.18098,1.18173,-0.0004940331313150192,-0.0005801434582849096,8.611032696989032e-05,1.1846980083021068
2020-09-08 07:00:00,1.18159,1.18208,1.18026,1.18163,1.18171,1.18227,1.18039,1.18177,-0.00041936646990037296,-0.0005479880606080022,0.00012862159070762928,1.1846674808563147
2020-09-08 08:00:00,1.18162,1.18201,1.18042,1.18075,1.18176,1.18215,1.18057,1.18092,-0.00042628727397819866,-0.0005236479032820415,9.736062930384287e-05,1.1846285009472965
2020-09-08 09:00:00,1.18076,1.18145,1.17899,1.17928,1.18094,1.18158,1.17915,1.17942,-0.0005441165390080993,-0.0005277416304272531,-1.6374908580846182e-05,1.184575282032398
2020-09-08 10:00:00,1.1792,1.18055,1.17769,1.18001,1.17946,1.18072,1.17785,1.18014,-0.0005719985382310888,-0.0005365930119880203,-3.540552624306851e-05,1.1845298563405333
2020-09-08 11:00:00,1.18002,1.18048,1.17873,1.17942,1.18015,1.1806,1.17886,1.17956,-0.0006343904346224338,-0.0005561524965149031,-7.823793810753077e-05,1.1844790119988364
2020-09-08 12:00:00,1.17942,1.18056,1.17808,1.17999,1.17954,1.18072,1.17821,1.18015,-0.0006305733684375259,-0.0005710366708994276,-5.953669753809825e-05,1.1844343452127784
2020-09-08 13:00:00,1.18001,1.18019,1.17647,1.17768,1.18016,1.18032,1.17663,1.17781,-0.0008046702724986421,-0.0006177633912192705,-0.00018690688127937156,1.1843671377977258
2020-09-08 14:00:00,1.17764,1.18002,1.17721,1.17927,1.17781,1.18017,1.17735,1.1794,-0.0008050633423755116,-0.0006552233814505188,-0.00014983996092499282,1.1843164200086937
2020-09-08 15:00:00,1.17928,1.18013,1.17798,1.17874,1.17941,1.18027,1.17811,1.17888,-0.000838475994360266,-0.0006918739040324682,-0.00014660209032779778,1.184260933242438
2020-09-08 16:00:00,1.17875,1.18057,1.1787,1.17954,1.17889,1.18071,1.17883,1.17967,-0.0007912810522472391,-0.0007117553336754224,-7.952571857181674e-05,1.1842139587823144
